priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
100,hydrolyzed,hydrolyzed,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hydrolyzed (11),usda_only_holdout:6 | usda_only_train:4 | usda_only_val:1,,
100,hydroxypropylcellulose,hydroxypropylcellulose,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hydroxypropylcellulose (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,in a calcium alginate casing,in a calcium alginate casing,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,in a calcium alginate casing (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
100,iron ferrous sulfate thiamine mononitrate,iron ferrous sulfate thiamine mononitrate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,iron ferrous sulfate thiamine mononitrate (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
100,lait,lait,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,lait (11),openfoodfacts_targeted:11,,
100,less than 0 1 sodium benzoate,less than 0.1% sodium benzoate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 0.1% sodium benzoate (11),usda_only_train:4 | usda_only_val:4 | usda_only_holdout:3,,
100,light fire roasted green chile puree,light fire roasted green chile puree,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"light fire roasted green chile puree (green chile peppers, citric acid. may also contain water, salt, and calcium chloride) (11)",usda_only_train:7 | usda_only_val:3 | usda_only_holdout:1,,
100,liquid invert sugar,liquid invert sugar,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,liquid invert sugar (11),usda_only_train:9 | usda_only_val:2,,
100,mandarin orange juice concentrate,mandarin orange juice concentrate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,mandarin orange juice concentrate (11),usda_only_train:7 | usda_only_val:3 | usda_only_holdout:1,,
100,marshmallow corn syrup,marshmallow corn syrup,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,marshmallow corn syrup (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
100,mechanically separatedturkey,mechanically separatedturkey,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,mechanically separatedturkey (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
100,milled golden flax seed,milled golden flax seed,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,milled golden flax seeds (11),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1 | openfoodfacts_targeted:1,,
100,modified waxy corn starch,modified waxy corn starch,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,modified waxy corn starch (11),usda_only_train:7 | usda_only_holdout:4,,
100,mono and di glyceride,mono and di glyceride,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,mono and di glycerides (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,mono and diglycerides of fatty acid,mono-and diglycerides of fatty acid,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,mono-and diglycerides of fatty acids (11),usda_only_train:9 | usda_only_holdout:2,,
100,natamycin natural mold inhibator,natamycin natural mold inhibator,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natamycin natural mold inhibator (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,natamycin to maintain freshness,natamycin to maintain freshness,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,natamycin to maintain freshness (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,non pareil,non pareil,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"non pareils (sugar, corn starch, confectioner's glaze, yellow 5, blue 1, red 3, red 40, carnauba wax, yellow 6, blue 2) (11)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,palm kernel and canola,palm kernel and canola,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,palm kernel and canola (11),usda_only_train:10 | usda_only_holdout:1,,
100,part skim,part-skim,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,cultured part-skim (6) | pasteurized part-skim (4) | part-skim (1),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
100,partially inverted sugar syrup,partially inverted sugar syrup,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"partially inverted sugar syrup (10) | partially inverted sugar syrup (partially inverted sugar syrup, colour: e150c) (1)",usda_only_train:8 | openfoodfacts_targeted:3,,
100,pepperoncini,pepperoncini,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"pepperoncini (peppers, water, salt, vinegar, citric acid, sodium benzoate, sodium bisulfite, fd and c yellow #5) (4) | pepperoncini (peppers, water, vinegar, salt, citric acid, sodium benzoate as a preservative, sodium bisulfate to preserve color) (4) | pepperoncini (peppers, water, salt, vinegar, citric acid, sodium bisulfite to enhance color , sodium benzoate, fd and c yellow no. 5) (3)",usda_only_train:9 | usda_only_val:1 | usda_only_holdout:1,,
100,pineapple and apple juice concentrate,pineapple and apple juice concentrate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,pineapple and apple juice concentrates (8) | pineapple and apple juice concentrate (3),usda_only_val:5 | usda_only_train:4 | usda_only_holdout:2,,
100,pineapple base,pineapple base,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"pineapple base (pineapples pineapple, water, sugar, citric acid, ascorbic acid , water, sugar, modified cornstarch, natural flavors, pectin, citric acid, turmeric color ) (9) | pineapple base (pineapple, sugar, water, calcium citrate, modified corn starch, natural flavor, salt, citric acid) (2)",usda_only_train:9 | usda_only_holdout:2,,
100,pomegranate juice,pomegranate juice,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,pomegranate juice (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
100,potato fiber,potato fiber,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,potato fiber (11),usda_only_train:6 | usda_only_val:2 | openfoodfacts_targeted:2 | usda_only_holdout:1,,
100,powered cellulose,powered cellulose,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,powered cellulose (7) | powered cellulose (to prevent caking) (4),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,preservatives propionic acid,preservatives propionic acid,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,preservatives propionic acid (11),usda_only_holdout:7 | usda_only_train:3 | usda_only_val:1,,
100,propyl paraben,propyl paraben,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,propyl paraben (11),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:2,,
100,propylene glycol mono and diesters of fat,propylene glycol mono and diesters of fat,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,propylene glycol mono and diesters of fat (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,pumpkin seed protein,pumpkin seed protein,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,pumpkin seed protein (10) | pumpkin seed protein* (1),usda_only_train:8 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
100,pyroidoxine hydrochloride,pyroidoxine hydrochloride,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,pyroidoxine hydrochloride (11),usda_only_train:9 | usda_only_val:2,,
100,red chili powder,red chili powder,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,red chili powder (11),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
100,red chili puree,red chili puree,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"red chili puree (4) | red chili puree (red jalapeno peppers, salt, acetic acid) (4) | red chili puree (red jalapeno peppers, citric acid) (3)",usda_only_train:7 | usda_only_holdout:3 | usda_only_val:1,,
100,rehydrated vermicelli,rehydrated vermicelli,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"rehydrated vermicelli (vermicelli pea starch, corn starch , water) (11)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,rice wine water,rice wine water,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,rice wine water (11),usda_only_train:8 | usda_only_holdout:3,,
100,riced organic cauliflower,riced organic cauliflower,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,riced organic cauliflower (11),usda_only_train:7 | usda_only_val:3 | usda_only_holdout:1,,
100,roasted mushroom,roasted mushroom,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,roasted mushrooms (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
100,roasted red onion,roasted red onion,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,roasted red onions (6) | roasted red onion (5),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,salsa tomato,salsa tomato,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,salsa tomatoes (11),usda_only_train:8 | usda_only_val:3,,
100,salt garlic,salt garlic,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,salt garlic (7) | salt garlic* (4),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,salted sake,salted sake,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"salted sake (water, rice, salt) (11)",usda_only_train:5 | usda_only_val:5 | usda_only_holdout:1,,
100,silicon dioxide added anticaking agent,silicon dioxide added anticaking agent,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,silicon dioxide added anticaking agent (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
100,sodium acid pyrophosphate and sodium bicarbonate,sodium acid pyrophosphate and sodium bicarbonate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,sodium acid pyrophosphate and sodium bicarbonate (11),usda_only_train:8 | usda_only_val:3,,
100,sodium benzoate to protect freshness,sodium benzoate to protect freshness,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,sodium benzoate to protect freshness (11),usda_only_train:9 | usda_only_val:1 | usda_only_holdout:1,,
100,sodium bicarbonate and or ammonium bicarbonate,sodium bicarbonate and/or ammonium bicarbonate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,sodium bicarbonate and/or ammonium bicarbonate (11),usda_only_train:10 | usda_only_holdout:1,,
100,stabilizer carob bean and xanthan and guar gum,stabilizer carob bean and xanthan and guar gum,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,stabilizer carob bean and xanthan and guar gums (11),usda_only_train:10 | usda_only_val:1,,
100,stabilizers xanthan gum and or carob bean and or guar gum,stabilizers xanthan gum and/or carob bean and/or guar gum,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,stabilizers xanthan gum and/or carob bean and/or guar gums (11),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:3,,
100,stearic acid,stearic acid,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,stearic acid (11),usda_only_train:5 | usda_only_holdout:3 | usda_only_val:2 | openfoodfacts_targeted:1,,
100,strawberry juice,strawberry juice,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,strawberry juice (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
100,strawberry solid,strawberry solid,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,strawberry solids (10) | strawberry solids) (1),usda_only_train:7 | usda_only_holdout:3 | usda_only_val:1,,
100,string bean,string bean,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,string beans (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,sugar chocolate,sugar chocolate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,sugar chocolate (11),usda_only_train:7 | usda_only_val:3 | usda_only_holdout:1,,
100,sulphite,sulphite,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,sulphites (11),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
100,sushi ginger,sushi ginger,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"sushi ginger (ginger, acetic acid, citric acid, vinegar, sugar, ascorbic acid, salt, water) (5) | sushi ginger (ginger, water, salt, acetic acid, citrus acid, aspartame (4) | sushi ginger (ginger, water, salt, acetic acid, citric acid, potassium sorbate preservative , aspartame) (1) | sushi ginger (ginger, water, salt, sugar, vinegar, citric acid, acetic acid, ascorbic acid) (1)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1 | openfoodfacts_targeted:1,,
100,sweet chocolate and vegetable fat coating sugar,sweet chocolate and vegetable fat coating sugar,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,sweet chocolate and vegetable fat coating sugar (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
100,sweetened cherry,sweetened cherry,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"dried sweetened cherries (cherries, sugar) (9) | dried sweetened cherries (dried cherries, sugar ) (1) | dried sweetened cherries (cherries, sugar, glycerin) (1)",usda_only_train:5 | usda_only_holdout:3 | usda_only_val:2 | openfoodfacts_targeted:1,,
100,tapioca syrup solid,tapioca syrup solid,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,organic tapioca syrup solids (6) | tapioca syrup solids (4) | tapioca syrup solids) (1),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
100,thiamin hydrochloride and thiamin mononitrate,thiamin hydrochloride and thiamin mononitrate,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,thiamin hydrochloride and thiamin mononitrate (11),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:2,,
100,thiamin mononitrate b1,thiamin mononitrate-b1,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,thiamin mononitrate-b1 (11),usda_only_train:10 | usda_only_holdout:1,,
100,tocopherols to maintain freshness,tocopherols to maintain freshness,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,tocopherols to maintain freshness (11),openfoodfacts_targeted:11,,
100,transglutaminase,transglutaminase,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,transglutaminase (11),usda_only_train:10 | openfoodfacts_targeted:1,,
100,turmeric added,turmeric added,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,turmeric added (11),usda_only_train:9 | usda_only_val:2,,
100,unrefined cane sugar,unrefined cane sugar,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,organic unrefined cane sugar (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
100,vanilla bean seed,vanilla bean seed,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vanilla bean seeds (11),usda_only_train:9 | usda_only_val:1 | usda_only_holdout:1,,
100,vegetable juice beet,vegetable juice beet,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vegetable juice beet (11),usda_only_train:10 | usda_only_val:1,,
100,vermicelli pea starch,vermicelli pea starch,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vermicelli pea starch (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,vit,vit,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vit (11),openfoodfacts_targeted:10 | usda_only_train:1,,
100,vitamin a and d3,vitamin a and d3,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vitamin a and d3 (11),usda_only_train:8 | usda_only_val:3,,
100,vitamin a palmitate enzyme,vitamin a palmitate enzyme,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vitamin a palmitate enzymes (11),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
100,vitamin b 12,vitamin b-12,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vitamin b-12 (11),usda_only_train:8 | usda_only_val:2 | openfoodfacts_targeted:1,,
100,vitamin e mixed tocopherols added to retain freshness,vitamin e mixed tocopherols added to retain freshness,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,vitamin e mixed tocopherols added to retain freshness (11),usda_only_train:9 | usda_only_holdout:2,,
100,water citric acid,water citric acid,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,water citric acid (11),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:2,,
100,white and red quinoa,white and red quinoa,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,white and red quinoa (11),usda_only_train:5 | usda_only_val:5 | usda_only_holdout:1,,
100,whole grain millet grit,whole grain millet grit,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,whole grain millet grits (whole grain millet) (11),usda_only_train:9 | usda_only_holdout:2,,
100,wholegrain rolled oat,wholegrain rolled oat,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,wholegrain rolled oats (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
100,yellow corn flake,yellow corn flake,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,yellow corn flakes (9) | organic yellow corn flakes (2),usda_only_train:5 | usda_only_val:3 | openfoodfacts_targeted:2 | usda_only_holdout:1,,
100,yellow no 6,yellow no.6,11,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,yellow no.6 (11),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
100,gravy water,"""""gravy"""" - water",10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"""""gravy"""" - water (10)",usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
100,00,00%,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,00% (10),usda_only_train:8 | usda_only_val:2,,
100,25,25%,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,25% (10),usda_only_train:6 | usda_only_val:2 | openfoodfacts_targeted:2,,
100,41,41%,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,41% (10),usda_only_train:8 | usda_only_holdout:2,,
100,46,46%,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,46% (10),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
100,54,54%,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,54% (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,88,88%,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,88% (10),usda_only_train:4 | usda_only_val:4 | usda_only_holdout:2,,
100,adds a trivial amount of fat,adds a trivial amount of fat,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,* - adds a trivial amount of fat (5) | * adds a trivial amount of fat (4) | *adds a trivial amount of fat (1),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:1,,
100,alpha tocopherol,alpha tocopherol,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,alpha tocopherol (preservative) (4) | alpha tocopherols (preservative) (4) | alpha tocopherol () (2),usda_only_train:5 | usda_only_holdout:3 | usda_only_val:2,,
100,and fruit and vegetable juice color,and fruit and vegetable juice color,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and fruit and vegetable juice color (10),usda_only_train:6 | usda_only_holdout:4,,
100,and granulated garlic,and granulated garlic,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and granulated garlic (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
100,and less than 2 of potassium lactate and acetate,and less than 2% of potassium lactate and acetate,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and less than 2% of potassium lactate and acetate (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
100,and less than 2 tricalcium phosphate added as anticaking agent,and less than 2% tricalcium phosphate added as anticaking agent,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and less than 2% tricalcium phosphate added as anticaking agent (10),usda_only_train:8 | usda_only_val:2,,
100,and natamycin,and natamycin,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and natamycin (a natural mold inhibitor) (8) | and natamycin (preservatives) (2),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,and raspberry,and raspberry,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and raspberry (10),usda_only_train:6 | usda_only_holdout:4,,
100,and vitamin b12,and vitamin b12,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,and vitamin b12 (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,apples with sulfite,apples with sulfite,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,apples with sulfites (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,artificial color red 3,artificial color red 3,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,artificial color red 3 (10),usda_only_train:9 | usda_only_val:1,,
100,ascorbic acid vitamin c and vitamin d2,ascorbic acid vitamin c and vitamin d2,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,ascorbic acid vitamin c and vitamin d2 (10),usda_only_train:7 | usda_only_val:3,,
100,b vitamins niacin thiamine mononitrate riboflavin folic acid,"b vitamins niacin, thiamine mononitrate , riboflavin , folic acid",10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"*b* vitamins (niacin, thiamine mononitrate (b1), riboflavin (b2), folic acid) (6) | b vitamins (niacin, thiamine mononitrate (b1), riboflavin (b2), folic acid) (4)",usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
100,baby lettuce,baby lettuce,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,baby lettuces (10),usda_only_train:5 | usda_only_val:4 | usda_only_holdout:1,,
100,baking powder cornstarch,baking powder cornstarch,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,baking powder cornstarch (10),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:3,,
100,bees wax,bees wax,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,bees wax (10),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:2,,
100,beet top,beet top,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,beet top (5) | beet tops (5),usda_only_train:9 | usda_only_holdout:1,,
100,beta apo 8 carotenal,beta -apo-8'-carotenal,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,beta -apo-8'-carotenal (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,bleached oat fiber,bleached oat fiber,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,bleached oat fiber (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
100,blue lakes 1 and 2,blue lakes 1 and 2,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,blue lakes 1 and 2 (10),usda_only_train:5 | usda_only_val:4 | usda_only_holdout:1,,
100,blues 1 and 2 lake,blues 1 and 2 lake,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,blues 1 and 2 lake (10),usda_only_train:9 | usda_only_val:1,,
100,brine water,brine water,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,brine water (10),usda_only_train:7 | usda_only_holdout:3,,
100,calcium phosphate and or baking soda and or yeast,calcium phosphate and/or baking soda and/or yeast,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,calcium phosphate and/or baking soda and/or yeast (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
100,can,can,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,can (10),usda_only_train:4 | usda_only_holdout:4 | usda_only_val:2,,
100,cane refinery syrup and molasses,cane refinery syrup and molasses,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,cane refinery syrup and molasses (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,carbon dioxide,carbon dioxide,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,carbon dioxide (10),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
100,carmelized onion,carmelized onion,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,carmelized onion (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
100,carrot and onion juice concentrate,carrot and onion juice concentrate,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,carrot and onion juice concentrates (10),usda_only_holdout:5 | usda_only_train:4 | usda_only_val:1,,
100,carrot juice powder,carrot juice powder,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,carrot juice powder (10),usda_only_train:6 | usda_only_holdout:4,,
100,carrot powder and turmeric,carrot powder and turmeric,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,carrot powder and turmeric (10),usda_only_train:8 | usda_only_val:2,,
100,chianti wine,chianti wine,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,chianti wine (10),usda_only_train:8 | usda_only_val:2,,
100,chickpea protein,chickpea protein,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,chickpea protein (10),usda_only_train:4 | openfoodfacts_targeted:3 | usda_only_val:2 | usda_only_holdout:1,,
100,chipotle chile,chipotle chile,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,dried chipotle chiles (6) | chipotle chile (4),usda_only_train:7 | usda_only_val:3,,
100,chocolate liquor dextrose,chocolate liquor dextrose,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,chocolate liquor dextrose (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
100,coarse corn meal,coarse corn meal,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,coarse corn meal (10),usda_only_train:7 | usda_only_val:3,,
100,cocoa fat,cocoa fat,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,cocoa fat (10),usda_only_train:10,,
100,cocoa treated with alkali,cocoa treated with alkali,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,cocoa treated with alkali (10),usda_only_train:4 | usda_only_holdout:4 | usda_only_val:2,,
100,colored with beta carotene,colored with beta-carotene,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,colored with beta-carotene (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
100,colored with titanium dioxide,colored with titanium dioxide,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,colored with titanium dioxide (10),usda_only_train:8 | usda_only_val:2,,
100,containing up to 18 solution of water,containing up to 18% solution of water,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,containing up to 18% solution of water (10),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:3,,
100,cooked whole grain brown rice,cooked whole grain brown rice,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"cooked whole grain brown rice (water, brown rice) (6) | cooked whole grain brown rice (4)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,crimini and white mushroom,crimini and white mushroom,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,crimini and white mushrooms (10),usda_only_train:5 | usda_only_val:4 | usda_only_holdout:1,,
100,crushed bean,crushed bean,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,crushed beans (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
100,diced plum tomatoes plum tomato,diced plum tomatoes plum tomato,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,diced plum tomatoes plum tomatoes (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
